city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga
Jakarta Barat,132,192,1,1,1,2014,SHM,Sedang,-6.141583767086992,106.96381885750695,1577413134
Bekasi,314,400,6,6,2,1985,HGB,Baru,-6.343528418652749,106.82496768435239,2385937967
Jakarta Pusat,570,827,4,4,3,1982,SHM,Bagus,-6.2209623223092985,106.9269250359025,8146869053
Tangerang,445,622,7,6,1,1980,SHM,Sedang,-6.279374202482902,106.94977389973495,3989394829
Jakarta Barat,496,737,5,5,2,1997,SHM,Sedang,-6.321793899158181,106.90748020082674,6030707001
Bogor,426,628,7,6,3,2002,SHM,Baru,-6.224095358385776,106.84248873154226,3667734240
Jakarta Timur,79,109,3,3,3,2011,HGB,Bagus,-6.118366956807066,106.88027715507693,1226631781
Jakarta Pusat,62,350,3,2,0,2008,SHM,Bagus,-6.435555588418882,106.90416223861725,2033902210
Tangerang,132,211,2,1,3,2002,HGB,Bagus,-6.128401500440913,106.76098700903086,1307818590
Jakarta Selatan,583,593,7,6,3,2015,SHM,Sedang,-6.236821420742645,106.9390653634928,7755698251
Jakarta Pusat,254,507,1,1,0,1985,HGB,Bagus,-6.167439994730832,106.98410385246953,4259112905
Jakarta Timur,220,506,3,2,0,1996,SHM,Sedang,-6.3156437662980025,106.82887658085758,3072223189
Jakarta Utara,104,279,3,2,1,1997,HGB,Baru,-6.284854958806835,106.90434149859516,1495976808
Jakarta Barat,165,290,5,5,3,2010,SHM,Sedang,-6.145902236869592,106.91584828985292,2136624457
Bekasi,369,415,5,5,1,1985,HGB,Bagus,-6.304803210566562,106.89191921520688,2732124116
Jakarta Timur,189,394,2,1,1,2013,Girik,Baru,-6.26286915163782,106.85507683466517,2521919507
Jakarta Barat,582,688,6,6,2,2023,HGB,Bagus,-6.442931776920483,106.96212734546394,6618533642
Bekasi,114,388,2,2,1,2023,SHM,Bagus,-6.394490697956686,106.82365654696605,1522827004
Depok,448,570,2,2,1,2006,SHM,Baru,-6.22540972220882,106.69955294607571,3445672556
Bogor,581,714,5,4,1,2015,SHM,Sedang,-6.199058084627643,106.9502580402279,4220106032
Jakarta Selatan,204,310,7,7,1,2021,HGB,Butuh Renovasi,-6.246089672125425,106.8956740071413,3587572545
Jakarta Pusat,550,599,7,6,0,2004,Girik,Bagus,-6.3998414873035365,106.9517627604799,7307129496
Jakarta Timur,349,443,7,7,3,1989,SHM,Bagus,-6.294108099997758,106.7243351815823,4031943206
Jakarta Selatan,67,334,6,6,2,2018,SHM,Baru,-6.325716831772883,106.68984094096312,2235800072
Jakarta Utara,322,344,5,4,0,2018,HGB,Butuh Renovasi,-6.276518529587719,106.9789998529224,3024925962
Jakarta Barat,78,131,1,1,2,1991,SHM,Bagus,-6.145384837906066,106.7272730578722,1304967971
Jakarta Barat,36,289,4,4,2,1990,SHM,Baru,-6.178448496469471,106.93908874626254,1571842706
Jakarta Timur,305,539,4,4,0,2022,Girik,Bagus,-6.420603674513795,106.94342718149781,3790340279
Tangerang,215,273,1,1,1,1982,HGB,Baru,-6.138391780778902,106.90678566417569,2036293577
Tangerang,553,716,7,6,0,2001,HGB,Bagus,-6.284881497097562,106.72200390754972,4721655908
Depok,138,396,4,3,2,1983,SHM,Baru,-6.189648249289901,106.89356755985946,1649488003
Bogor,45,260,6,5,2,1987,SHM,Baru,-6.400986269057477,106.96450770666459,1278249237
Bekasi,125,307,5,4,1,1993,HGB,Baru,-6.215248166002533,106.81617012633629,1341101386
Jakarta Utara,261,317,4,3,0,1999,SHM,Sedang,-6.36728589383669,106.81232539340115,2656865395
Jakarta Selatan,161,305,6,5,3,2003,SHM,Butuh Renovasi,-6.2965666860006735,106.82171465906542,2843301491
Tangerang,244,333,5,4,2,1993,HGB,Bagus,-6.444097995471264,106.70632700501639,2160497508
Depok,132,176,6,6,0,2007,HGB,Bagus,-6.396936276724333,106.96544818208959,1319974514
Depok,109,365,1,1,1,1995,SHM,Sedang,-6.4177718274067335,106.95813851647377,1442328605
Jakarta Timur,226,246,2,1,1,2011,SHM,Bagus,-6.366089539471609,106.9993309829729,2163371152
Jakarta Utara,91,111,1,1,3,1991,SHM,Bagus,-6.414993668491487,106.86725860527949,1290374024
Bekasi,588,639,4,4,2,1995,SHM,Sedang,-6.207831490683153,106.92038132366444,4030379386
Bogor,67,237,5,4,3,1998,SHM,Bagus,-6.439836034226773,106.74485501001834,1138535631
Jakarta Pusat,562,628,6,5,3,1984,SHM,Bagus,-6.23379082478125,106.89360922183174,7508872758
Jakarta Timur,319,431,4,3,3,1991,SHM,Bagus,-6.400752259211049,106.88791451160236,3696872376
Bekasi,529,828,4,4,3,2008,HGB,Bagus,-6.119193489987736,106.96838679546931,4665399353
Jakarta Pusat,222,381,2,1,1,1984,SHM,Sedang,-6.123417074411551,106.9458536713085,3013825356
Jakarta Pusat,533,798,7,7,2,2021,SHM,Sedang,-6.371073914117663,106.98030926803769,7843092435
Jakarta Utara,477,708,4,4,3,1996,HGB,Butuh Renovasi,-6.2349525456219395,106.95802671126451,5298690179
Jakarta Utara,165,232,2,2,2,1987,SHM,Sedang,-6.440198138184639,106.95798204636763,2101461517
Jakarta Selatan,327,354,5,5,1,2019,Girik,Baru,-6.123874009932089,106.7003914645404,4426326962
Depok,149,264,5,4,1,2019,HGB,Sedang,-6.266954442132901,106.9507078248627,1515639529
Bekasi,234,284,6,6,0,2009,HGB,Sedang,-6.434871897003777,106.874393086241,2100818744
Jakarta Timur,48,228,7,7,0,1989,SHM,Bagus,-6.330125002447152,106.80174222456512,1189165367
Jakarta Barat,306,565,2,1,2,1999,SHM,Bagus,-6.4231026883485685,106.69808467980418,4047466836
Jakarta Timur,250,328,1,1,0,1995,SHM,Baru,-6.312469446219324,106.89685560792577,2642429781
Jakarta Selatan,479,751,5,5,3,2020,Girik,Butuh Renovasi,-6.215525780243537,106.78502456017205,7426416550
Bogor,547,654,7,7,2,1995,SHM,Sedang,-6.285538532185496,106.82968840479553,4156256111
Depok,482,555,6,6,1,2021,SHM,Bagus,-6.315697238848191,106.89815309985765,4071287289
Jakarta Barat,109,283,1,1,1,1982,HGB,Baru,-6.408295034060838,106.97176785504773,1759356766
Tangerang,572,755,5,5,3,2002,SHM,Sedang,-6.364271334007221,106.9441398129936,4562364225
Bogor,136,158,5,4,0,2001,HGB,Bagus,-6.4149498492915775,106.82419108131316,1022332482
Jakarta Utara,211,484,6,5,2,2007,Girik,Bagus,-6.167375443920169,106.80409061038284,3299896415
Jakarta Pusat,462,590,6,5,2,2015,HGB,Sedang,-6.402666060205347,106.7567295164301,6455768850
Tangerang,152,442,3,2,3,1983,SHM,Sedang,-6.241619321707887,106.79917656037631,1854461756
Jakarta Timur,201,386,4,4,0,2017,SHM,Baru,-6.330040855243904,106.71553484393341,2795382308
Jakarta Timur,76,134,4,4,2,2003,SHM,Sedang,-6.370907565370686,106.99075376267672,1065099897
Jakarta Utara,464,464,1,1,3,1998,SHM,Sedang,-6.226186046177763,106.86365358206707,4321258529
Jakarta Selatan,379,509,4,3,2,1990,HGB,Bagus,-6.2900491917180705,106.72089786969447,5411644682
Bekasi,459,525,1,1,1,2019,HGB,Bagus,-6.309949086450405,106.7928979229651,3264041020
Tangerang,401,693,7,7,2,2019,HGB,Baru,-6.242501798287722,106.85505252595861,3993477070
Tangerang,155,439,5,5,2,2018,SHM,Baru,-6.2780563300285,106.85052340372508,2092481435
Bogor,264,352,3,2,2,1997,HGB,Baru,-6.343780527006953,106.69136107798997,2114197198
Depok,165,264,3,2,0,1991,SHM,Baru,-6.254328549282162,106.98426913095332,1516681055
Bogor,387,575,5,4,0,1993,SHM,Bagus,-6.215675498207257,106.76812021807199,2930129589
Bekasi,353,593,6,5,3,1997,HGB,Baru,-6.440657394494601,106.68517909405821,3565622547
Jakarta Timur,372,641,2,2,0,2023,SHM,Bagus,-6.286944894882313,106.7044620828641,4439234461
Jakarta Timur,308,526,2,1,2,2021,HGB,Bagus,-6.42981085039576,106.86566236903936,3554719259
Jakarta Timur,152,327,4,3,2,1991,SHM,Bagus,-6.384758105076161,106.72409136661604,1914302613
Jakarta Timur,403,635,6,6,0,2019,SHM,Sedang,-6.253821943072709,106.69335193371313,4850427349
Bekasi,129,279,1,1,0,2006,SHM,Bagus,-6.146833879657047,106.80148046925207,1119310149
Jakarta Utara,203,479,7,7,2,1985,HGB,Baru,-6.14101801228403,106.87928358154886,3150920769
Depok,376,604,3,2,2,2003,SHM,Baru,-6.425519596451479,106.71578873754932,3268253936
Bekasi,187,357,4,3,1,2012,HGB,Sedang,-6.303313219799652,106.78026490628842,2465525446
Depok,309,531,5,4,3,1995,HGB,Bagus,-6.245947730948407,106.81368341491985,2736120560
Bekasi,589,801,6,5,0,1991,SHM,Butuh Renovasi,-6.39852553340738,106.73102723129178,4911403010
Jakarta Timur,531,812,3,3,3,2010,HGB,Sedang,-6.18209872413933,106.84194364750935,5979660247
Jakarta Utara,136,176,1,1,2,2016,HGB,Bagus,-6.189517659546966,106.70726850780858,1578643522
Tangerang,592,713,1,1,3,1992,HGB,Bagus,-6.133830645202622,106.69488591883042,4906268214
Bogor,117,343,2,1,0,1987,HGB,Sedang,-6.447029895770795,106.84634731748964,1260041733
Jakarta Pusat,564,857,4,3,0,2017,SHM,Baru,-6.374160514603849,106.75932703128028,8129869806
Jakarta Utara,108,195,5,5,3,1982,SHM,Baru,-6.160484650014137,106.71051961852737,1549512689
Tangerang,49,315,3,2,0,1999,HGB,Bagus,-6.215296982210573,106.81565202799605,1029749163
Jakarta Selatan,468,496,7,7,1,1983,SHM,Butuh Renovasi,-6.136963551205528,106.97284503664557,6635992305
Bekasi,192,438,1,1,2,2023,HGB,Bagus,-6.429987120914407,106.91174158292934,1929863063
Jakarta Selatan,167,410,3,3,2,1981,SHM,Bagus,-6.2410626119992445,106.94099709291105,3400729700
Tangerang,373,433,5,5,0,2015,SHM,Baru,-6.250833698787214,106.95901247640276,3149933181
Jakarta Utara,439,585,3,2,2,2002,SHM,Bagus,-6.437513954273814,106.99124087724685,4732828297
Bekasi,411,584,4,4,1,1998,SHM,Sedang,-6.270267273080631,106.92423890352454,3325698392
Jakarta Pusat,594,871,2,2,0,2019,SHM,Bagus,-6.2366678910415265,106.87469053502063,8554057597
Jakarta Timur,142,283,3,2,1,1987,HGB,Sedang,-6.3830473890292625,106.79693628169673,2161255984
Bekasi,300,343,6,6,1,1995,SHM,Bagus,-6.354334645906368,106.73812583569847,2428398309
Bekasi,240,383,2,1,2,2022,SHM,Sedang,-6.225878428795792,106.89973115967466,1901800339
Jakarta Utara,114,168,5,5,2,1997,SHM,Bagus,-6.286094668340015,106.99838399555902,1703289220
Jakarta Utara,190,350,2,2,3,2015,SHM,Sedang,-6.149695219851085,106.82955477907805,2406046088
Tangerang,282,566,3,3,1,2003,SHM,Sedang,-6.330166381896784,106.9115773977897,2892629793
Jakarta Barat,566,763,3,3,2,1980,HGB,Sedang,-6.356669119564129,106.83842958399781,6565014374
Bekasi,573,731,6,5,1,1980,HGB,Baru,-6.105296920879304,106.81821869547632,4767627220
Bogor,189,268,1,1,3,2015,HGB,Sedang,-6.13110248045447,106.81129779633918,1463303296
Bekasi,189,219,6,5,1,1990,SHM,Bagus,-6.439852539250357,106.84147989853814,1861596244
Tangerang,127,238,3,3,0,1997,SHM,Butuh Renovasi,-6.180244984642702,106.79740661179693,1341615470
Depok,468,513,7,7,3,1995,HGB,Bagus,-6.411382829161179,106.91960746298298,3793820530
Jakarta Selatan,373,577,2,1,3,1996,SHM,Sedang,-6.44038018180972,106.95976704850929,5655558731
Jakarta Timur,515,566,6,5,1,2003,SHM,Bagus,-6.354206569411778,106.96252329812646,5319326232
Jakarta Barat,166,303,6,5,1,2013,HGB,Bagus,-6.355728942328613,106.75286358829626,2588201472
Jakarta Pusat,485,558,7,6,2,1983,HGB,Baru,-6.163238433178562,106.96669092439407,6303746020
Jakarta Pusat,308,348,7,7,0,2014,SHM,Baru,-6.201266463920008,106.78929639419364,4359267135
Jakarta Pusat,212,288,7,6,3,1994,SHM,Baru,-6.106436700433795,106.7789784529553,3380528150
Jakarta Utara,84,270,1,1,3,1981,SHM,Baru,-6.200970484890863,106.91256193836743,1703153436
Jakarta Pusat,390,441,3,2,3,2010,SHM,Baru,-6.3036105563603835,106.77750282882762,5335964682
Jakarta Timur,343,429,3,3,2,1988,SHM,Sedang,-6.205375318669174,106.69694924979511,3748778069
Jakarta Selatan,81,189,5,4,0,1989,SHM,Bagus,-6.100189326484759,106.7995576871393,1533424035
Jakarta Pusat,337,561,1,1,3,2004,SHM,Sedang,-6.201450341103115,106.91086899211467,5054662773
Bekasi,443,690,5,5,3,1984,HGB,Bagus,-6.183411525406888,106.78462669448646,3851961972
Bekasi,224,292,5,5,2,1993,HGB,Sedang,-6.121572244683409,106.88145889791845,2198803704
Jakarta Utara,164,283,5,4,1,2021,HGB,Bagus,-6.410222058540911,106.8912382221642,2233115080
Jakarta Timur,596,662,4,4,3,2017,SHM,Baru,-6.203325497293296,106.91479552375243,6010844978
Jakarta Selatan,572,632,5,4,0,2019,SHM,Bagus,-6.152217914711392,106.9670817492195,7769621365
Jakarta Barat,301,491,6,6,0,1981,SHM,Sedang,-6.115967489922687,106.8184206397659,3838084947
Tangerang,153,341,2,1,0,1997,SHM,Bagus,-6.376160748600905,106.733258264532,1555927359
Jakarta Selatan,499,649,6,5,0,2008,Girik,Sedang,-6.273624847296515,106.7820562289382,7311685355
Tangerang,179,464,6,5,2,1999,HGB,Sedang,-6.211805803324431,106.81829352165568,2311138223
Depok,477,572,3,2,3,1987,SHM,Bagus,-6.363386294674532,106.908445270185,3498860786
Tangerang,235,497,4,3,2,2016,SHM,Sedang,-6.239834497862404,106.68419908017972,2704839803
Bogor,192,288,5,4,0,2005,SHM,Sedang,-6.3598474261257,106.78105132270076,1684000249
Bekasi,522,634,3,2,0,2016,SHM,Baru,-6.333290042813924,106.92954962592619,3870546915
Jakarta Timur,169,293,1,1,0,1983,SHM,Bagus,-6.295468456221197,106.89467446506582,2261520556
Jakarta Utara,183,314,1,1,2,2012,SHM,Sedang,-6.264783465438701,106.9141567915474,2309618628
Bogor,371,491,3,3,0,2001,SHM,Bagus,-6.2927219449311975,106.93977944622054,2757539647
Tangerang,106,302,2,2,3,1985,SHM,Butuh Renovasi,-6.277381568074225,106.93063543004095,1166809148
Jakarta Pusat,268,561,3,2,0,2012,HGB,Baru,-6.345493935299098,106.89829861316889,4759428614
Jakarta Timur,369,490,3,2,3,2007,SHM,Sedang,-6.3943622170920795,106.82069169035859,4035686834
Bogor,125,406,4,3,3,2003,HGB,Sedang,-6.4334275079356065,106.99475146524101,1643919332
Jakarta Utara,369,628,1,1,0,1983,SHM,Sedang,-6.381407447127916,106.86210342258883,4102590951
Bekasi,234,272,1,1,2,1981,HGB,Bagus,-6.246319725472976,106.74488614699803,1580658272
Jakarta Timur,196,249,5,5,1,1992,SHM,Bagus,-6.174859593268904,106.77370011363354,2367025924
Jakarta Utara,573,733,6,6,1,1990,SHM,Bagus,-6.390763340894987,106.90193998591056,5840599463
Depok,156,444,3,3,3,2014,SHM,Bagus,-6.412005624779574,106.97591666086383,2001103024
Depok,336,535,3,2,2,2018,SHM,Sedang,-6.1877483738077625,106.73719044134589,2785339017
Jakarta Utara,471,746,2,2,1,1989,SHM,Baru,-6.343194584311949,106.70635087863866,5125848562
Bogor,103,118,7,6,0,2022,SHM,Bagus,-6.116975196270427,106.96208993537344,1085167485
Jakarta Timur,494,666,7,6,0,1989,HGB,Baru,-6.1999887102863696,106.97288895325211,5578633776
Bogor,549,796,1,1,3,1987,SHM,Bagus,-6.335635383464939,106.7684413905011,4210655625
Jakarta Barat,433,650,2,2,2,1984,SHM,Sedang,-6.348660038272203,106.8007314317988,5267383117
Tangerang,321,407,4,4,2,2002,SHM,Baru,-6.266705564805042,106.89126015919932,2977449241
Jakarta Barat,596,677,5,4,1,2013,SHM,Sedang,-6.422299366102627,106.78557760666959,6447588277
Depok,175,236,2,2,1,2011,HGB,Baru,-6.408813220574145,106.96069078664642,1629546870
Bekasi,591,877,1,1,0,1995,Girik,Bagus,-6.388449741539333,106.71442518486845,4634389264
Jakarta Selatan,317,358,4,3,3,1983,SHM,Bagus,-6.178846742343404,106.69215431070727,4573079330
Tangerang,492,503,3,2,2,2007,SHM,Bagus,-6.270149924255807,106.74671558615769,3947334594
Depok,122,355,4,3,1,2023,HGB,Baru,-6.446301507028945,106.7715480890256,1745719635
Bogor,114,244,6,5,1,1993,SHM,Sedang,-6.214269215384761,106.71613650921245,1102378549
Bogor,240,354,2,1,3,1991,HGB,Bagus,-6.301708437468826,106.70102093738902,1469655651
Bogor,372,589,1,1,3,2000,Girik,Baru,-6.271201672262671,106.92179446832057,3022562151
Bekasi,289,425,2,1,0,1995,HGB,Sedang,-6.375059314805473,106.73256850108872,2357127327
Jakarta Barat,339,444,3,3,3,2023,SHM,Baru,-6.256876220062064,106.97245510370122,3984662413
Jakarta Selatan,415,593,7,7,0,1981,HGB,Sedang,-6.107296366086978,106.79775989166339,6340350514
Bogor,165,180,3,2,0,2002,Girik,Bagus,-6.424294358147984,106.89459385911083,1170114105
Tangerang,311,552,1,1,3,2008,HGB,Baru,-6.350628910117449,106.75212867672602,3043487590
Jakarta Timur,593,818,6,6,3,2022,SHM,Baru,-6.364950842498709,106.7569032859174,6753441438
Jakarta Selatan,218,459,5,4,3,1988,HGB,Bagus,-6.363007741237087,106.86390694491763,4083279402
Bekasi,303,443,4,4,3,1986,Girik,Baru,-6.317452774852118,106.85940573604672,2654590680
Jakarta Selatan,357,555,4,3,3,2008,HGB,Baru,-6.163661575339541,106.92599335296387,5712334291
Jakarta Timur,547,658,3,2,0,2023,SHM,Sedang,-6.130499458512464,106.92250025782216,5579672964
Tangerang,113,239,2,2,1,1996,HGB,Bagus,-6.379224719389359,106.89462008469238,1079242371
Jakarta Timur,374,394,7,7,2,1988,HGB,Bagus,-6.259967521718161,106.82372178108592,3838229675
Jakarta Utara,591,737,2,1,2,1985,SHM,Bagus,-6.227085359742082,106.9650049236098,5840715131
Tangerang,544,632,6,5,0,2023,SHM,Bagus,-6.267360383972655,106.87922511687081,4650666647
Jakarta Selatan,273,475,5,4,0,1999,HGB,Bagus,-6.298073262031078,106.99686351694795,4558115411
Bogor,169,253,2,2,1,1989,HGB,Bagus,-6.3828085729492665,106.942198341739,1269247010
Jakarta Selatan,227,393,4,3,3,1988,HGB,Butuh Renovasi,-6.279123224280267,106.69417913959627,3877745417
Jakarta Selatan,391,462,7,6,0,1991,SHM,Bagus,-6.309574810301035,106.78259005026571,5418156405
Tangerang,313,610,2,1,2,2012,SHM,Bagus,-6.171552823124205,106.86300022927071,3098524905
Jakarta Utara,53,61,7,6,3,2011,SHM,Baru,-6.182738474292951,106.91087025211888,879436774
Jakarta Selatan,559,839,5,5,0,2013,HGB,Baru,-6.403100461578015,106.85610767928382,8270908124
Depok,215,472,4,4,3,1998,SHM,Baru,-6.419018331602927,106.9315617351879,2483484580
Jakarta Pusat,158,432,7,7,2,2012,HGB,Bagus,-6.132146119870374,106.77044980888236,3382906005
Jakarta Pusat,281,518,2,1,3,1995,HGB,Bagus,-6.262572063862426,106.7388518563945,4558234827
Jakarta Selatan,408,427,4,3,0,2002,HGB,Baru,-6.149769671951093,106.69725333881273,5525122104
Bogor,86,318,3,2,0,2005,SHM,Sedang,-6.42964710780176,106.86346039826289,1231767720
Bekasi,106,326,3,3,2,2023,HGB,Bagus,-6.265719534217429,106.90035184661616,1432080377
Bekasi,515,531,6,6,1,2020,Girik,Butuh Renovasi,-6.2612007198983175,106.7843679094782,3806543276
Tangerang,595,683,3,3,1,2016,HGB,Bagus,-6.148754288610247,106.87634693915388,4784428702
Jakarta Pusat,54,249,2,2,3,1988,SHM,Sedang,-6.415836500619602,106.69669031387308,1634767241
Jakarta Selatan,119,202,5,4,0,2009,SHM,Sedang,-6.365844052713432,106.71177387081498,2119627667
Bekasi,190,276,4,4,0,1992,HGB,Sedang,-6.3077115901395455,106.90456152712272,1842931900
Jakarta Selatan,392,545,7,7,2,2021,SHM,Bagus,-6.14695548360302,106.79778230566954,6167228769
Tangerang,478,705,1,1,2,1995,HGB,Bagus,-6.121390839725302,106.89482688995297,4136708118
Jakarta Pusat,104,367,3,3,0,1981,HGB,Bagus,-6.10254638314223,106.94615075848958,2494441640
Jakarta Timur,558,780,3,2,2,2010,Girik,Bagus,-6.114282279739517,106.95283917999235,6280772915
Depok,178,298,1,1,1,2022,SHM,Baru,-6.447920385454476,106.73509364654863,1513751581
Depok,227,399,7,6,1,1998,HGB,Bagus,-6.433302080491145,106.83561138315244,2261895120
Bekasi,422,425,7,6,3,1990,SHM,Baru,-6.398337613294844,106.9148565515624,3285847215
Depok,413,540,1,1,2,1993,SHM,Bagus,-6.327898266130404,106.92767379080541,3030730757
Jakarta Timur,570,679,7,7,3,2004,SHM,Baru,-6.159528689154564,106.93109631383324,6524207599
Jakarta Selatan,328,364,2,2,2,1986,HGB,Bagus,-6.137570331632581,106.75301354700179,4384045059
Tangerang,44,114,7,6,2,1994,HGB,Baru,-6.384607957796896,106.74161114167161,964944691
Jakarta Timur,306,594,4,4,1,2009,SHM,Bagus,-6.2331175469331015,106.86880398984759,4026360377
Tangerang,422,452,7,6,0,2010,SHM,Sedang,-6.128923305227153,106.91714745527624,3563592955
Tangerang,128,395,3,3,2,2003,HGB,Bagus,-6.287693892424038,106.78212464497095,1714790862
Jakarta Pusat,564,574,5,5,2,2004,HGB,Butuh Renovasi,-6.413759749816526,106.71350565019598,7235621489
Jakarta Selatan,189,220,2,2,2,1987,HGB,Baru,-6.289765222470381,106.90935884253123,2544067170
Depok,440,496,2,2,0,2009,Girik,Sedang,-6.31847178419918,106.77590330604161,3378130014
Jakarta Pusat,184,349,7,7,3,2015,HGB,Baru,-6.247819701376898,106.73323607177976,3443083961
Tangerang,302,489,5,5,3,1993,SHM,Butuh Renovasi,-6.296469460457514,106.72727152908709,2750745216
Bekasi,457,475,5,5,2,2008,SHM,Baru,-6.443928925601199,106.78077105520856,3437370671
Depok,507,622,6,5,2,2006,SHM,Sedang,-6.1021007933052145,106.8696569810924,3832428293
Depok,582,765,5,4,3,2015,HGB,Baru,-6.2597609167943,106.79468871638203,4560325608
Jakarta Selatan,561,830,7,6,3,2013,SHM,Bagus,-6.284229235580387,106.68661179250991,8776547724
Jakarta Utara,538,570,7,7,1,2000,HGB,Baru,-6.115883919973581,106.7110106990969,4945093093
Jakarta Barat,49,58,1,1,2,2017,SHM,Sedang,-6.395448871344523,106.77296103910356,781588901
Jakarta Barat,399,478,3,2,3,1990,HGB,Bagus,-6.383766839109163,106.89110543428707,4507619433
Jakarta Barat,154,345,6,5,1,2012,HGB,Butuh Renovasi,-6.167194837828026,106.71152482350993,2472882153
Jakarta Utara,273,462,7,7,0,1994,SHM,Bagus,-6.358709121991247,106.85941019312023,3505683869
Jakarta Selatan,581,648,1,1,2,1991,SHM,Bagus,-6.170270512797965,106.71836347866369,8117420424
Jakarta Utara,204,328,6,5,3,2003,SHM,Baru,-6.354963280982024,106.74771690475181,2398615664
Jakarta Barat,557,615,3,2,2,2016,HGB,Sedang,-6.4383843294212495,106.73510032881785,6169726950
Jakarta Pusat,551,647,6,5,1,1990,HGB,Baru,-6.269044846639649,106.70151316338267,7558411090
Jakarta Timur,432,706,1,1,3,1998,HGB,Sedang,-6.381159748055598,106.8948255415637,4979782029
Tangerang,141,289,4,3,0,1980,SHM,Baru,-6.184753797473635,106.82828913516353,1649118259
Jakarta Utara,120,397,7,6,0,1996,SHM,Bagus,-6.225580128368748,106.94593710108715,2094181258
Jakarta Selatan,249,513,3,2,1,2019,SHM,Bagus,-6.126739066207729,106.71164506879435,4352308317
Jakarta Selatan,156,164,2,1,0,1995,SHM,Bagus,-6.175954074956993,106.72631453866819,1783444396
Jakarta Timur,167,449,3,3,0,2005,SHM,Sedang,-6.386728415805746,106.77806647403214,2414163450
Bekasi,232,504,3,2,0,2022,SHM,Bagus,-6.169944617167321,106.92507711582041,2385254742
Depok,54,61,3,2,0,2022,SHM,Baru,-6.2253920343150915,106.77784282340983,600783375
Jakarta Barat,47,254,4,3,0,1994,HGB,Butuh Renovasi,-6.215866925383781,106.81069398639958,1417272751
Bekasi,116,240,7,6,0,1987,HGB,Bagus,-6.1587079899104475,106.77651314121509,1507426958
Jakarta Barat,365,487,1,1,0,2009,SHM,Sedang,-6.249161575783871,106.70567177337634,4083867859
Jakarta Timur,427,459,7,7,3,1993,HGB,Bagus,-6.286898769976445,106.98061875932677,4677703283
Jakarta Barat,342,342,2,1,0,2012,SHM,Sedang,-6.227175637624445,106.85553247746279,3646764561
Jakarta Timur,302,505,1,1,3,2021,SHM,Baru,-6.345714899864574,106.93210662021936,3670310697
Bogor,482,487,6,6,2,1986,HGB,Bagus,-6.386091004119515,106.8906742694993,3341943635
Bekasi,476,772,6,5,1,1997,SHM,Bagus,-6.234194256675064,106.84456136929984,4187192596
Bekasi,37,41,6,6,0,1991,SHM,Bagus,-6.368153070820083,106.708697042131,433312664
Depok,555,634,1,1,1,1981,SHM,Butuh Renovasi,-6.422029711728688,106.8856747344865,4131709100
Jakarta Timur,344,617,5,5,0,2008,SHM,Baru,-6.449806035395161,106.7297185138998,4119932294
Jakarta Utara,557,733,4,4,3,2000,HGB,Sedang,-6.2370882095099764,106.812602614194,5807096206
Bogor,504,639,5,4,0,1986,SHM,Bagus,-6.323247925781917,106.88131620591373,3794070322
Jakarta Pusat,247,271,7,7,2,2006,SHM,Bagus,-6.1866911602642904,106.93031328015108,3355238198
Jakarta Barat,147,329,6,5,1,1991,HGB,Bagus,-6.318688260590414,106.89921445622676,2176200011
Bogor,43,210,4,4,1,1999,SHM,Bagus,-6.279898793116621,106.89489072929749,509654239
Jakarta Timur,512,689,1,1,2,1993,SHM,Bagus,-6.307520259514615,106.72769350693608,5463300908
Tangerang,495,589,6,5,3,1989,HGB,Bagus,-6.222298823111728,106.79076113282291,4008073536
Jakarta Barat,288,320,1,1,3,2020,SHM,Sedang,-6.325351293294761,106.69373192725126,3228312528
Jakarta Selatan,561,671,4,3,2,2002,HGB,Baru,-6.112681322520191,106.91023260581647,7557865640
Bekasi,473,618,1,1,1,2009,Girik,Bagus,-6.1223485546905145,106.98482751402157,3678301150
Jakarta Timur,271,501,1,1,0,2010,SHM,Bagus,-6.153190234069951,106.76451532485731,3140144087
Jakarta Selatan,341,612,2,1,3,1989,SHM,Sedang,-6.127894905299538,106.70806294693195,5397834479
Depok,513,550,7,6,0,1998,SHM,Baru,-6.292801109039213,106.83218242456117,3715475312
Jakarta Pusat,55,189,5,5,1,1998,HGB,Butuh Renovasi,-6.262249361123677,106.95414343140082,1652250027
Jakarta Pusat,251,485,5,4,0,2023,SHM,Baru,-6.190267592604615,106.85663174248697,4066926080
Jakarta Selatan,170,329,5,4,2,2002,HGB,Bagus,-6.20634892627151,106.69496868806084,3291088400
Bekasi,164,201,3,3,3,2023,Girik,Baru,-6.138262491538085,106.99176711696894,1460647751
Depok,445,594,2,2,3,2020,HGB,Bagus,-6.199284140460157,106.94516797118803,3451243755
Tangerang,457,485,6,5,2,2011,HGB,Sedang,-6.100740352120038,106.7221101046565,3559759818
Bekasi,329,472,6,6,2,1999,HGB,Bagus,-6.328022970058943,106.97497528208112,3188164699
Bogor,281,356,6,5,3,1983,HGB,Baru,-6.158450790216204,106.82422025235367,2229547327
Jakarta Pusat,591,735,5,4,3,2012,SHM,Baru,-6.205827812008567,106.79900735698399,8016222474
Bogor,121,349,7,6,3,1980,HGB,Baru,-6.2080147441747435,106.82753706576871,1898774942
