city,luas_bangunan_m2,luas_tanah_m2,jumlah_kamar_tidur,jumlah_kamar_mandi,garasi,tahun_dibangun,sertifikat,kondisi,latitude,longitude,harga,source,log_harga
Bogor,57,60,3,2,2,2001,SHM,Siap Huni,-6.372869,106.912011,1100000000.0,rumah123_playwright,20.818576017659826
Bogor,108,90,4,3,2,2001,SHM,Bagus,-6.408483,106.938685,1700000000.0,rumah123_playwright,21.253894088596816
Bogor,55,60,2,1,2,2001,SHM,Siap Huni,-6.416356,106.669732,390000000.0,rumah123_playwright,19.781657299652068
Bogor,30,60,2,1,2,2001,SHM,Baru,-6.405318,106.966855,185000000.0,rumah123_playwright,19.035866388448003
Bogor,250,234,5,4,2,2001,SHM,Baru,-6.496314,106.802766,4300000000.0,rumah123_playwright,22.181880859878486
Bogor,58,110,2,1,2,2001,SHM,Siap Huni,-6.477291,106.853448,1220000000.0,rumah123_playwright,20.92211669651125
Bogor,56,137,2,1,2,2001,SHM,Siap Huni,-6.63739,106.801262,1770000000.0,rumah123_playwright,21.29424538409712
Bogor,152,126,4,2,2,2001,SHM,Siap Huni,-6.483688,106.845325,1440000000.0,rumah123_playwright,21.087908951228766
Bogor,84,84,2,1,2,2001,SHM,Siap Huni,-6.555792,106.781167,610000000.0,rumah123_playwright,20.228969516770974
Bogor,60,48,2,2,2,2001,SHM,Bagus,-6.557035,106.919815,717000000.0,rumah123_playwright,20.390586399958593
Bogor,137,128,4,4,2,2001,SHM,Siap Huni,-6.413827,106.936252,2800000000.0,rumah123_playwright,21.752885254484713
Bogor,30,72,2,1,2,2001,SHM,Siap Huni,-6.568144,106.669303,250000000.0,rumah123_playwright,19.33697147982652
Bogor,60,60,2,1,2,2001,SHM,Siap Huni,-6.492995,106.829916,450000000.0,rumah123_playwright,19.92475814295086
Bogor,60,90,3,2,2,2001,SHM,Siap Huni,-6.424358,106.67082,1220000000.0,rumah123_playwright,20.92211669651125
Bogor,168,160,3,3,2,2001,SHM,Siap Huni,-6.56231,106.922976,1400000000.0,rumah123_playwright,21.05973807428191
Bogor,36,60,2,1,2,2001,SHM,Baru,-6.51805,106.813601,699000000.0,rumah123_playwright,20.3651613016287
Bogor,120,160,3,2,2,2001,SHM,Bagus,-6.370195,106.912749,1400000000.0,rumah123_playwright,21.05973807428191
Bogor,60,72,3,2,2,2001,SHM,Baru,-6.413575,106.969989,365000000.0,rumah123_playwright,19.71540791428649
Bogor,55,81,2,1,2,2001,SHM,Siap Huni,-6.559404,106.915098,675000000.0,rumah123_playwright,20.330223250318287
Bogor,550,721,5,6,2,2001,SHM,Siap Huni,-6.561735,106.920177,11500000000.0,rumah123_playwright,23.165612872402573
Bogor,60,60,2,1,2,2001,SHM,Siap Huni,-6.441031,106.716327,190000000.0,rumah123_playwright,19.06253463538792
Bogor,45,60,2,1,2,2001,SHM,Baru,-6.579325,107.011895,550000000.0,rumah123_playwright,20.125428838008972
Bogor,446,375,6,7,2,2001,SHM,Baru,-6.476994,106.857002,10000000000.0,rumah123_playwright,23.025850930040455
Bogor,36,72,2,1,2,2001,SHM,Siap Huni,-6.518636,106.682065,436000000.0,rumah123_playwright,19.893152803606885
Bogor,36,72,2,2,2,2001,SHM,Siap Huni,-6.524684,106.684362,436000000.0,rumah123_playwright,19.893152803606885
Bogor,23,60,1,1,2,2001,SHM,Siap Huni,-6.350477,106.561436,255000000.0,rumah123_playwright,19.35677410704427
Bogor,118,218,6,5,2,2001,SHM,Bagus,-6.412529,106.936595,3800000000.0,rumah123_playwright,22.05826690394191
Bogor,798,1272,5,4,2,2001,SHM,Siap Huni,-6.556282,106.917192,9680000000.0,rumah123_playwright,22.993327738338202
Bogor,160,135,4,2,2,2001,SHM,Siap Huni,-6.395241,106.918369,600000000.0,rumah123_playwright,20.21244021484709
Bogor,75,105,3,2,2,2001,SHM,Bagus,-6.412715,106.944963,940000000.0,rumah123_playwright,20.661390434292155
Bogor,93,120,3,3,2,2001,SHM,Baru,-6.555252,106.921503,2100000000.0,rumah123_playwright,21.465203182151978
Bogor,108,108,2,1,2,2001,SHM,Bagus,-6.413005,106.971802,650000000.0,rumah123_playwright,20.29248292239242
Bogor,149,120,4,4,2,2001,SHM,Baru,-6.374278,106.912007,3400000000.0,rumah123_playwright,21.947041268862645
Bogor,118,120,5,4,2,2001,SHM,Bagus,-6.557573,106.919255,2500000000.0,rumah123_playwright,21.639556569220566
Bogor,36,60,2,1,2,2001,SHM,Bagus,-6.491541,106.82871,225000000.0,rumah123_playwright,19.23161096461314
Bogor,250,336,3,3,2,2001,SHM,Siap Huni,-6.555124,106.915401,3800000000.0,rumah123_playwright,22.05826690394191
Bogor,230,277,3,3,2,2001,SHM,Baru,-6.562232,106.920924,4000000000.0,rumah123_playwright,22.109560198316302
Depok,50,96,2,1,2,2001,SHM,Siap Huni,-6.407669,106.856316,740000000.0,rumah123_playwright,20.422160745513843
Depok,73,72,2,2,2,2001,SHM,Siap Huni,-6.393203,106.887375,890000000.0,rumah123_playwright,20.606732021814054
Depok,90,108,2,1,2,2001,SHM,Siap Huni,-6.425286,106.76681,800000000.0,rumah123_playwright,20.500122286882203
Depok,109,112,3,4,2,2001,SHM,Siap Huni,-6.426456,106.769923,2770000000.0,rumah123_playwright,21.74211315750667
Depok,62,72,3,2,2,2001,SHM,Siap Huni,-6.432528,106.773707,890000000.0,rumah123_playwright,20.606732021814054
Depok,40,62,2,2,2,2001,SHM,Siap Huni,-6.410547,106.860148,670000000.0,rumah123_playwright,20.322788271841823
Depok,422,570,6,6,2,2001,SHM,Siap Huni,-6.341408,106.78093,6000000000.0,rumah123_playwright,22.515025306341133
Depok,242,230,3,2,2,2001,SHM,Siap Huni,-6.343365,106.778911,2350000000.0,rumah123_playwright,21.57768116552801
Depok,150,165,3,3,2,2001,SHM,Siap Huni,-6.390306,106.822581,1660000000.0,rumah123_playwright,21.230083439917273
Depok,54,84,2,1,2,2001,SHM,Siap Huni,-6.428433,106.768252,500000000.0,rumah123_playwright,20.030118658386467
Depok,70,72,2,1,2,2001,SHM,Siap Huni,-6.392265,106.821309,690000000.0,rumah123_playwright,20.352202157004854
Depok,100,133,2,3,2,2001,SHM,Siap Huni,-6.425302,106.769538,890000000.0,rumah123_playwright,20.606732021814054
Depok,50,96,2,1,2,2001,SHM,Baru,-6.412639,106.855735,820000000.0,rumah123_playwright,20.524814899442084
Depok,69,69,2,1,2,2001,SHM,Siap Huni,-6.433302,106.770198,670000000.0,rumah123_playwright,20.322788271841823
Depok,83,100,3,2,2,2001,SHM,Siap Huni,-6.394633,106.892364,1500000000.0,rumah123_playwright,21.12873094572124
Depok,75,60,3,2,2,2001,SHM,Baru,-6.339146,106.783683,989000000.0,rumah123_playwright,20.71220489059811
Depok,130,120,4,4,2,2001,SHM,Bagus,-6.339688,106.784366,2400000000.0,rumah123_playwright,21.59873457471698
Depok,50,60,3,2,2,2001,SHM,Bagus,-6.340478,106.784339,700000000.0,rumah123_playwright,20.36659089443625
Depok,300,260,5,6,2,2001,SHM,Siap Huni,-6.335134,106.784651,3300000000.0,rumah123_playwright,21.917188305721876
Depok,200,240,4,3,2,2001,SHM,Bagus,-6.338609,106.783679,3750000000.0,rumah123_playwright,22.045021677195397
Depok,440,800,6,8,2,2001,SHM,Baru,-6.340453,106.780156,13015690578.0,rumah123_playwright,23.28942143422348
Depok,70,60,2,1,2,2001,SHM,Bagus,-6.370112,106.918369,900000000.0,rumah123_playwright,20.617905322399697
Depok,76,85,2,1,2,2001,SHM,Siap Huni,-6.413603,106.8553,635000000.0,rumah123_playwright,20.26913555843177
Depok,90,77,3,2,2,2001,SHM,Siap Huni,-6.361921,106.802047,1250000000.0,rumah123_playwright,20.94640938906062
Depok,150,180,3,3,2,2001,SHM,Siap Huni,-6.342981,106.781734,2380000000.0,rumah123_playwright,21.590366325049963
Depok,180,200,4,3,2,2001,SHM,Siap Huni,-6.335301,106.775939,2700000000.0,rumah123_playwright,21.716517610327063
Depok,305,324,5,6,2,2001,SHM,Bagus,-6.338274,106.779438,3600000000.0,rumah123_playwright,22.004199682686252
Depok,169,377,5,4,2,2001,SHM,Bagus,-6.338074,106.783381,4200000000.0,rumah123_playwright,22.15835036247383
Depok,400,480,6,3,2,2001,SHM,Bagus,-6.335554,106.781832,4500000000.0,rumah123_playwright,22.227343233944907
Depok,90,72,3,2,2,2001,SHM,Siap Huni,-6.416311,106.820706,999000000.0,rumah123_playwright,20.72226533761383
Depok,127,130,4,4,2,2001,SHM,Bagus,-6.424696,106.824309,1700000000.0,rumah123_playwright,21.253894088596816
Depok,45,60,2,1,2,2001,SHM,Bagus,-6.428105,106.771765,499000000.0,rumah123_playwright,20.0281166557198
Depok,55,61,3,2,2,2001,SHM,Bagus,-6.342843,106.781589,891000000.0,rumah123_playwright,20.607854986557417
Depok,86,125,4,3,2,2001,SHM,Bagus,-6.343934,106.781578,2000000000.0,rumah123_playwright,21.416413018006356
Depok,42,62,2,1,2,2001,SHM,Baru,-6.435006,106.755482,595000000.0,rumah123_playwright,20.204071965190575
Depok,1200,1428,11,9,2,2001,SHM,Siap Huni,-6.335228,106.779069,13015690578.0,rumah123_playwright,23.28942143422348
Depok,70,80,2,1,2,2001,SHM,Bagus,-6.406292,106.862824,570000000.0,rumah123_playwright,20.161146920547257
Depok,50,56,2,1,2,2001,SHM,Siap Huni,-6.42933,106.772384,550000000.0,rumah123_playwright,20.125428838008972
Depok,32,45,3,2,2,2001,SHM,Siap Huni,-6.336215,106.779041,550000000.0,rumah123_playwright,20.125428838008972
Depok,55,61,2,2,2,2001,SHM,Bagus,-6.34173,106.781676,995000000.0,rumah123_playwright,20.71825329612789
Depok,42,52,2,1,2,2001,SHM,Siap Huni,-6.427022,106.769356,465000000.0,rumah123_playwright,19.95754796570217
Depok,45,70,2,1,2,2001,SHM,Bagus,-6.426822,106.766202,575000000.0,rumah123_playwright,20.169880600500754
Depok,48,65,2,1,2,2001,SHM,Baru,-6.429555,106.765058,500000000.0,rumah123_playwright,20.030118658386467
Depok,53,90,3,2,2,2001,SHM,Bagus,-6.431754,106.768665,568000000.0,rumah123_playwright,20.157631978445988
Depok,50,65,2,1,2,2001,SHM,Siap Huni,-6.431114,106.769487,500000000.0,rumah123_playwright,20.030118658386467
Depok,190,180,5,3,2,2001,SHM,Siap Huni,-6.342625,106.778733,2750000000.0,rumah123_playwright,21.734866748988527
Depok,300,300,5,5,2,2001,SHM,Siap Huni,-6.342727,106.775732,3600000000.0,rumah123_playwright,22.004199682686252
Depok,75,65,3,2,2,2001,SHM,Baru,-6.398966,106.811682,850000000.0,rumah123_playwright,20.560746908625106
Depok,55,60,3,2,2,2001,SHM,Baru,-6.428805,106.769635,700000000.0,rumah123_playwright,20.36659089443625
Depok,80,65,2,2,2,2001,SHM,Siap Huni,-6.344744,106.778412,1500000000.0,rumah123_playwright,21.12873094572124
Depok,70,92,2,2,2,2001,SHM,Siap Huni,-6.399198,106.810336,1110000000.0,rumah123_playwright,20.827625853171554
Depok,45,90,2,1,2,2001,SHM,Siap Huni,-6.388921,106.892649,670000000.0,rumah123_playwright,20.322788271841823
Depok,45,75,3,1,2,2001,SHM,Siap Huni,-6.38687,106.892181,920000000.0,rumah123_playwright,20.639884229094317
Depok,45,105,2,1,2,2001,SHM,Siap Huni,-6.445445,106.845182,780000000.0,rumah123_playwright,20.47480447892996
Depok,45,78,2,1,2,2001,SHM,Siap Huni,-6.433042,106.765076,940000000.0,rumah123_playwright,20.661390434292155
Depok,113,113,2,2,2,2001,SHM,Siap Huni,-6.448525,106.85398,560000000.0,rumah123_playwright,20.143447343479185
Depok,55,70,3,2,2,2001,SHM,Siap Huni,-6.432565,106.77427,790000000.0,rumah123_playwright,20.487543504691164
Depok,45,85,2,1,2,2001,SHM,Siap Huni,-6.434397,106.774344,590000000.0,rumah123_playwright,20.195633096558954
Depok,60,86,2,1,2,2001,SHM,Siap Huni,-6.341484,106.776014,1280000000.0,rumah123_playwright,20.970125915659185
Depok,63,90,3,2,2,2001,SHM,Siap Huni,-6.430141,106.767568,1400000000.0,rumah123_playwright,21.05973807428191
Depok,60,90,2,2,2,2001,SHM,Siap Huni,-6.42697,106.770392,780000000.0,rumah123_playwright,20.47480447892996
Depok,36,83,2,1,2,2001,SHM,Siap Huni,-6.396887,106.826103,1000000000.0,rumah123_playwright,20.72326583794641
Depok,160,160,4,3,2,2001,SHM,Siap Huni,-6.407838,106.857726,2550000000.0,rumah123_playwright,21.659359196508902
Depok,70,83,2,1,2,2001,SHM,Siap Huni,-6.430865,106.766219,750000000.0,rumah123_playwright,20.435583765827964
Depok,100,103,2,2,2,2001,SHM,Bagus,-6.433189,106.771811,1030000000.0,rumah123_playwright,20.752824640158828
Depok,60,90,2,1,2,2001,SHM,Siap Huni,-6.413186,106.860252,500000000.0,rumah123_playwright,20.030118658386467
Depok,46,84,2,1,2,2001,SHM,Siap Huni,-6.39291,106.821069,1330000000.0,rumah123_playwright,21.008444779931953
Depok,45,65,2,1,2,2001,SHM,Siap Huni,-6.39694,106.810502,640000000.0,rumah123_playwright,20.27697873588049
Depok,223,180,5,4,2,2001,SHM,Bagus,-6.336808,106.783842,2700000000.0,rumah123_playwright,21.716517610327063
Depok,45,96,4,2,2,2001,SHM,Siap Huni,-6.402719,106.80712,950000000.0,rumah123_playwright,20.671972543611492
Depok,160,300,4,3,2,2001,SHM,Siap Huni,-6.33889,106.77911,3250000000.0,rumah123_playwright,21.90192083359575
Depok,110,157,5,3,2,2001,SHM,Siap Huni,-6.337195,106.777748,1700000000.0,rumah123_playwright,21.253894088596816
Depok,52,82,2,1,2,2001,SHM,Bagus,-6.336774,106.779237,850000000.0,rumah123_playwright,20.560746908625106
Depok,120,98,4,3,2,2001,SHM,Bagus,-6.368325,106.785955,1350000000.0,rumah123_playwright,21.02337043013749
Depok,40,60,2,1,2,2001,SHM,Baru,-6.428761,106.769518,550000000.0,rumah123_playwright,20.125428838008972
Depok,70,70,3,2,2,2001,SHM,Baru,-6.432833,106.765957,700000000.0,rumah123_playwright,20.36659089443625
Depok,75,65,3,2,2,2001,SHM,Baru,-6.368929,106.790467,990000000.0,rumah123_playwright,20.71321550210301
Depok,53,90,3,2,2,2001,SHM,Bagus,-6.449055,106.849968,567000000.0,rumah123_playwright,20.155869863455695
Depok,103,103,3,3,2,2001,SHM,Siap Huni,-6.398049,106.809043,1550000000.0,rumah123_playwright,21.161520768522728
Depok,238,238,3,2,2,2001,SHM,Siap Huni,-6.400718,106.812176,1880000000.0,rumah123_playwright,21.354537614320183
Depok,50,77,2,1,2,2001,SHM,Siap Huni,-6.413716,106.856041,670000000.0,rumah123_playwright,20.322788271841823
Depok,65,121,2,1,2,2001,SHM,Bagus,-6.457757,106.840784,710000000.0,rumah123_playwright,20.380775529408087
Depok,45,81,2,1,2,2001,SHM,Siap Huni,-6.462258,106.835794,470000000.0,rumah123_playwright,19.96824325479604
Depok,70,72,2,1,2,2001,SHM,Siap Huni,-6.454143,106.853942,490000000.0,rumah123_playwright,20.00991595110976
Depok,95,98,4,2,2,2001,SHM,Siap Huni,-6.398081,106.823234,1330000000.0,rumah123_playwright,21.008444779931953
Depok,54,83,2,1,2,2001,SHM,Siap Huni,-6.414306,106.860191,850000000.0,rumah123_playwright,20.560746908625106
Depok,71,62,3,2,2,2001,SHM,Siap Huni,-6.414324,106.863004,1220000000.0,rumah123_playwright,20.92211669651125
Depok,36,84,2,2,2,2001,SHM,Siap Huni,-6.392663,106.8904,700000000.0,rumah123_playwright,20.36659089443625
Depok,72,72,2,1,2,2001,SHM,Siap Huni,-6.446199,106.851509,560000000.0,rumah123_playwright,20.143447343479185
Depok,45,70,2,1,2,2001,SHM,Siap Huni,-6.36967,106.788243,610000000.0,rumah123_playwright,20.228969516770974
Depok,65,156,2,1,2,2001,SHM,Siap Huni,-6.41167,106.861695,1390000000.0,rumah123_playwright,21.052569584808435
Depok,54,77,2,1,2,2001,SHM,Siap Huni,-6.395059,106.811618,900000000.0,rumah123_playwright,20.617905322399697
Depok,105,84,3,2,2,2001,SHM,Siap Huni,-6.369422,106.792307,1610000000.0,rumah123_playwright,21.1995000165639
Depok,83,73,3,2,2,2001,SHM,Siap Huni,-6.410348,106.855601,1330000000.0,rumah123_playwright,21.008444779931953
Depok,60,72,4,2,2,2001,SHM,Siap Huni,-6.413247,106.8619,760000000.0,rumah123_playwright,20.44882899256044
Depok,200,250,5,5,2,2001,SHM,Bagus,-6.337438,106.778476,3500000000.0,rumah123_playwright,21.976028805727495
Depok,40,72,2,1,2,2001,SHM,Siap Huni,-6.425728,106.767346,400000000.0,rumah123_playwright,19.806975107572256
Depok,70,144,2,2,2,2001,SHM,Bagus,-6.431007,106.766524,1300000000.0,rumah123_playwright,20.985630102183134
Depok,60,84,2,2,2,2001,SHM,Siap Huni,-6.38979,106.891236,780000000.0,rumah123_playwright,20.47480447892996
Depok,40,40,2,2,2,2001,SHM,Bagus,-6.434109,106.772553,850000000.0,rumah123_playwright,20.560746908625106
Depok,75,65,3,2,2,2001,SHM,Baru,-6.403723,106.813261,875000000.0,rumah123_playwright,20.589734445464746
Depok,36,72,2,1,2,2001,SHM,Baru,-6.44718,106.852087,499000000.0,rumah123_playwright,20.0281166557198
Depok,164,153,3,3,2,2001,SHM,Bagus,-6.434638,106.878031,3000000000.0,rumah123_playwright,21.821878125947855
Depok,36,45,2,1,2,2001,SHM,Bagus,-6.432369,106.718601,275000000.0,rumah123_playwright,19.432281659267208
Depok,60,75,2,1,2,2001,SHM,Siap Huni,-6.414124,106.80437,510000000.0,rumah123_playwright,20.04992128564343
Depok,100,112,3,2,2,2001,SHM,Siap Huni,-6.459462,106.838055,1830000000.0,rumah123_playwright,21.327581804346188
Depok,115,120,2,1,2,2001,SHM,Baru,-6.398994,106.795157,1180000000.0,rumah123_playwright,20.888780276271444
Depok,220,262,4,4,2,2001,SHM,Bagus,-6.395806,106.80997,3500000000.0,rumah123_playwright,21.976028805727495
Depok,360,360,4,4,2,2001,SHM,Bagus,-6.335078,106.783514,6500000000.0,rumah123_playwright,22.59506801400185
Depok,47,72,2,1,2,2001,SHM,Siap Huni,-6.402915,106.814306,870000000.0,rumah123_playwright,20.58400377076233
Depok,72,58,4,2,2,2001,SHM,Siap Huni,-6.364191,106.79903,900000000.0,rumah123_playwright,20.617905322399697
Depok,160,142,4,3,2,2001,SHM,Bagus,-6.403265,106.81195,2000000000.0,rumah123_playwright,21.416413018006356
Depok,100,168,4,3,2,2001,SHM,Siap Huni,-6.401539,106.814756,1900000000.0,rumah123_playwright,21.365119723645122
Depok,36,72,2,1,2,2001,SHM,Baru,-6.453675,106.85362,471000000.0,rumah123_playwright,19.970368654103833
Depok,73,60,3,2,2,2001,SHM,Baru,-6.425772,106.769871,697000000.0,rumah123_playwright,20.36229597015952
Depok,735,1413,6,5,2,2001,SHM,Bagus,-6.433252,106.880026,4800000000.0,rumah123_playwright,22.29188175506859
Depok,77,203,3,2,2,2001,SHM,Bagus,-6.414742,106.856352,1700000000.0,rumah123_playwright,21.253894088596816
Depok,40,60,2,1,2,2001,SHM,Baru,-6.425369,106.770495,220000000.0,rumah123_playwright,19.20913810886209
Depok,40,60,2,1,2,2001,SHM,Bagus,-6.425342,106.769325,225000000.0,rumah123_playwright,19.23161096461314
Depok,40,60,2,1,2,2001,SHM,Baru,-6.431882,106.770061,285000000.0,rumah123_playwright,19.467999741741696
Depok,40,60,2,1,2,2001,SHM,Bagus,-6.430605,106.766057,255000000.0,rumah123_playwright,19.35677410704427
Depok,69,61,3,2,2,2001,SHM,Baru,-6.358592,106.79716,1090000000.0,rumah123_playwright,20.809443534104894
Depok,683,740,6,4,2,2001,SHM,Bagus,-6.40598,106.789813,4910000000.0,rumah123_playwright,22.314539778956508
Depok,39,60,2,1,2,2001,SHM,Baru,-6.397192,106.794598,550000000.0,rumah123_playwright,20.125428838008972
Depok,52,73,4,3,2,2001,SHM,Baru,-6.404418,106.799949,765000000.0,rumah123_playwright,20.455386393098
Depok,1500,1450,80,80,2,2001,SHM,Bagus,-6.364422,106.80195,5200000000.0,rumah123_playwright,22.3719244627261
Depok,46,60,2,2,2,2001,SHM,Baru,-6.393578,106.886214,765000000.0,rumah123_playwright,20.455386393098
Depok,70,56,3,2,2,2001,SHM,Baru,-6.401967,106.79101,977000000.0,rumah123_playwright,20.6999972110306
Depok,90,72,3,2,2,2001,SHM,Baru,-6.408078,106.855623,1100000000.0,rumah123_playwright,20.818576017659826
Depok,86,86,2,1,2,2001,SHM,Bagus,-6.449906,106.854967,500000000.0,rumah123_playwright,20.030118658386467
Depok,235,200,5,4,2,2001,SHM,Bagus,-6.41686,106.821152,1750000000.0,rumah123_playwright,21.282881625453264
Depok,60,98,3,1,2,2001,SHM,Siap Huni,-6.371937,106.791239,1180000000.0,rumah123_playwright,20.888780276271444
Depok,70,60,3,2,2,2001,SHM,Baru,-6.391322,106.889141,980000000.0,rumah123_playwright,20.7030631306493
Depok,320,432,3,3,2,2001,SHM,Bagus,-6.336725,106.782336,3950000000.0,rumah123_playwright,22.096981416112605
Depok,90,87,3,3,2,2001,SHM,Bagus,-6.380838,106.829813,850000000.0,rumah123_playwright,20.560746908625106
Depok,93,93,3,2,2,2001,SHM,Siap Huni,-6.377397,106.826371,1110000000.0,rumah123_playwright,20.827625853171554
Depok,68,90,3,2,2,2001,SHM,Siap Huni,-6.389647,106.887152,1660000000.0,rumah123_playwright,21.230083439917273
Depok,100,100,3,2,2,2001,SHM,Siap Huni,-6.390241,106.828015,1770000000.0,rumah123_playwright,21.29424538409712
Depok,40,61,2,1,2,2001,SHM,Siap Huni,-6.405404,106.859879,670000000.0,rumah123_playwright,20.322788271841823
Depok,492,428,5,6,2,2001,SHM,Bagus,-6.343903,106.78048,7250000000.0,rumah123_playwright,22.704267305950925
Depok,250,420,6,3,2,2001,SHM,Siap Huni,-6.340456,106.783444,2800000000.0,rumah123_playwright,21.752885254484713
Depok,150,244,5,3,2,2001,SHM,Bagus,-6.344019,106.779882,2100000000.0,rumah123_playwright,21.465203182151978
Depok,70,60,3,2,2,2001,SHM,Baru,-6.391241,106.888945,780000000.0,rumah123_playwright,20.47480447892996
Depok,250,297,4,3,2,2001,SHM,Bagus,-6.405406,106.80085,2490000000.0,rumah123_playwright,21.635548547824634
Depok,27,72,2,1,2,2001,SHM,Bagus,-6.447131,106.848154,400000000.0,rumah123_playwright,19.806975107572256
Depok,42,99,2,1,2,2001,SHM,Siap Huni,-6.428119,106.769376,725000000.0,rumah123_playwright,20.40168221419826
Depok,200,169,3,2,2,2001,SHM,Siap Huni,-6.342453,106.783409,2700000000.0,rumah123_playwright,21.716517610327063
Depok,240,4585,1,5,2,2001,SHM,Bagus,-6.438633,106.761139,13015690578.0,rumah123_playwright,23.28942143422348
Depok,40,60,2,1,2,2001,SHM,Baru,-6.394333,106.890184,615000000.0,rumah123_playwright,20.23713282739681
Depok,300,665,4,4,2,2001,SHM,Bagus,-6.344287,106.775121,4500000000.0,rumah123_playwright,22.227343233944907
Depok,100,126,3,2,2,2001,SHM,Bagus,-6.335435,106.782375,1200000000.0,rumah123_playwright,20.9055873945737
Depok,100,96,3,3,2,2001,SHM,Bagus,-6.391467,106.887965,1800000000.0,rumah123_playwright,21.311052502404085
Depok,330,480,4,3,2,2001,SHM,Bagus,-6.348386,106.806852,2800000000.0,rumah123_playwright,21.752885254484713
Depok,190,168,4,3,2,2001,SHM,Baru,-6.343259,106.775984,2650000000.0,rumah123_playwright,21.6978254773219
Depok,80,110,2,1,2,2001,SHM,Bagus,-6.338397,106.782644,1700000000.0,rumah123_playwright,21.253894088596816
Depok,260,240,5,3,2,2001,SHM,Bagus,-6.40735,106.793209,3500000000.0,rumah123_playwright,21.976028805727495
Depok,300,264,5,4,2,2001,SHM,Bagus,-6.402046,106.812692,2400000000.0,rumah123_playwright,21.59873457471698
Depok,248,250,4,4,2,2001,SHM,Siap Huni,-6.342943,106.776214,3500000000.0,rumah123_playwright,21.976028805727495
Depok,223,183,4,3,2,2001,SHM,Bagus,-6.33885,106.782746,2750000000.0,rumah123_playwright,21.734866748988527
Depok,72,98,1,2,2,2001,SHM,Siap Huni,-6.401061,106.794503,1250000000.0,rumah123_playwright,20.94640938906062
Depok,200,161,4,4,2,2001,SHM,Siap Huni,-6.39458,106.894685,1800000000.0,rumah123_playwright,21.311052502404085
Depok,50,47,3,2,2,2001,SHM,Baru,-6.337013,106.777928,1500000000.0,rumah123_playwright,21.12873094572124
Depok,400,600,7,4,2,2001,SHM,Bagus,-6.369176,106.792481,4500000000.0,rumah123_playwright,22.227343233944907
Depok,185,180,4,4,2,2001,SHM,Siap Huni,-6.433719,106.768383,4000000000.0,rumah123_playwright,22.109560198316302
Depok,300,492,5,3,2,2001,SHM,Bagus,-6.415719,106.877246,3500000000.0,rumah123_playwright,21.976028805727495
Depok,1200,4000,6,5,2,2001,SHM,Bagus,-6.393785,106.826975,13015690578.0,rumah123_playwright,23.28942143422348
Depok,45,84,2,1,2,2001,SHM,Siap Huni,-6.426131,106.881458,800000000.0,rumah123_playwright,20.500122286882203
Depok,82,72,3,2,2,2001,SHM,Siap Huni,-6.402141,106.813159,1300000000.0,rumah123_playwright,20.985630102183134
Depok,140,128,5,4,2,2001,SHM,Siap Huni,-6.39745,106.809605,3500000000.0,rumah123_playwright,21.976028805727495
Depok,85,105,3,3,2,2001,SHM,Siap Huni,-6.33658,106.782285,1300000000.0,rumah123_playwright,20.985630102183134
Depok,60,72,2,2,2,2001,SHM,Bagus,-6.433226,106.77045,650000000.0,rumah123_playwright,20.29248292239242
Depok,90,89,3,2,2,2001,SHM,Baru,-6.409941,106.823407,950000000.0,rumah123_playwright,20.671972543611492
Depok,535,850,5,5,2,2001,SHM,Bagus,-6.337672,106.780422,6900000000.0,rumah123_playwright,22.654787248694554
Depok,45,81,2,1,2,2001,SHM,Siap Huni,-6.439097,106.760084,550000000.0,rumah123_playwright,20.125428838008972
Depok,85,90,3,2,2,2001,SHM,Bagus,-6.342025,106.78065,1650000000.0,rumah123_playwright,21.22404112546496
Depok,100,112,3,2,2,2001,SHM,Siap Huni,-6.453399,106.849616,1770000000.0,rumah123_playwright,21.29424538409712
Depok,225,300,7,5,2,2001,SHM,Siap Huni,-6.394008,106.889015,2990000000.0,rumah123_playwright,21.818539224683455
Depok,50,76,2,1,2,2001,SHM,Siap Huni,-6.406999,106.85704,620000000.0,rumah123_playwright,20.245230037616313
Depok,72,60,3,2,2,2001,SHM,Baru,-6.359449,106.802331,900000000.0,rumah123_playwright,20.617905322399697
Depok,75,60,3,2,2,2001,SHM,Baru,-6.36884,106.78688,900000000.0,rumah123_playwright,20.617905322399697
Depok,120,152,2,2,2,2001,SHM,Bagus,-6.431446,106.772838,1700000000.0,rumah123_playwright,21.253894088596816
Depok,550,1800,7,6,2,2001,SHM,Bagus,-6.389458,106.885052,12500000000.0,rumah123_playwright,23.248994481334666
Depok,100,94,3,2,2,2001,SHM,Baru,-6.41739,106.815353,1200000000.0,rumah123_playwright,20.9055873945737
Depok,125,115,5,4,2,2001,SHM,Bagus,-6.392543,106.822025,1000000000.0,rumah123_playwright,20.72326583794641
Depok,150,208,4,2,2,2001,SHM,Siap Huni,-6.365419,106.788679,2300000000.0,rumah123_playwright,21.556174960316298
Depok,52,54,2,2,2,2001,SHM,Siap Huni,-6.431944,106.773767,620000000.0,rumah123_playwright,20.245230037616313
Depok,45,50,2,1,2,2001,SHM,Baru,-6.410514,106.862221,350000000.0,rumah123_playwright,19.673443715304877
Depok,223,180,4,3,2,2001,SHM,Bagus,-6.336138,106.78093,2980000000.0,rumah123_playwright,21.815189137799294
Depok,32,35,2,1,2,2001,SHM,Siap Huni,-6.451085,106.849126,180000000.0,rumah123_playwright,19.00846741441004
